,Date,DXY
1301,2023-03-06,104.3499984741211
1302,2023-03-07,105.62000274658205
1303,2023-03-08,105.66000366210938
1304,2023-03-09,105.30999755859376
1305,2023-03-10,104.58000183105467
1306,2023-03-13,103.5999984741211
1307,2023-03-14,103.5999984741211
1308,2023-03-15,104.6500015258789
1309,2023-03-16,104.41999816894533
1310,2023-03-17,103.70999908447266
1311,2023-03-20,103.27999877929688
1312,2023-03-21,103.26000213623048
1313,2023-03-22,102.3499984741211
1314,2023-03-23,102.52999877929688
1315,2023-03-24,103.12000274658205
1316,2023-03-27,102.86000061035156
1317,2023-03-28,102.43000030517578
1318,2023-03-29,102.63999938964844
1319,2023-03-30,102.13999938964844
1320,2023-03-31,102.51000213623048
1321,2023-04-03,102.08999633789062
1322,2023-04-04,101.58999633789062
1323,2023-04-05,101.8499984741211
1324,2023-04-06,101.81999969482422
1325,2023-04-10,102.58000183105467
1326,2023-04-11,102.1999969482422
1327,2023-04-12,101.5
1328,2023-04-13,101.01000213623048
1329,2023-04-14,101.5500030517578
1330,2023-04-17,102.0999984741211
1331,2023-04-18,101.75
1332,2023-04-19,101.97000122070312
1333,2023-04-20,101.83999633789062
1334,2023-04-21,101.81999969482422
1335,2023-04-24,101.3499984741211
1336,2023-04-25,101.86000061035156
1337,2023-04-26,101.47000122070312
1338,2023-04-27,101.5
1339,2023-04-28,101.66999816894533
1340,2023-05-01,102.1500015258789
1341,2023-05-02,101.95999908447266
